card_id,mechanic
CFM_854,TAUNT
CS2_169,WINDFURY
BRMA13_6,TAUNT
EX1_275,FREEZE
AT_045,AURA
Mekka4e,MORPH
NAX6_03t,DEATHRATTLE
BRMC_85,BATTLECRY
LOE_046,DEATHRATTLE
TB_CoOp_Mechazod_OLD,TAUNT
BRMA14_12,TAUNT
CFM_652,TAUNT
CFM_940,DISCOVER
CFM_626,BATTLECRY
LOE_079,BATTLECRY
EX1_160,CHOOSE_ONE
EX1_573t,TAUNT
CS2_173,CHARGE
OG_133,BATTLECRY
EX1_067,CHARGE
EX1_067,DIVINE_SHIELD
EX1_132,SECRET
CFM_341,DEATHRATTLE
CFM_685,BATTLECRY
NEW1_040t,TAUNT
LOE_076,BATTLECRY
KARA_09_08_heroic,TAUNT
GVG_048,BATTLECRY
KAR_011,TAUNT
CS2_203,BATTLECRY
LOEA01_11,DEATHRATTLE
GVG_083,BATTLECRY
CFM_026,SECRET
CFM_688,BATTLECRY
CFM_344,STEALTH
EX1_379,SECRET
TB_Coopv3_104,BATTLECRY
BRMA12_4,EVIL_GLOW
CFM_753,BATTLECRY
BRM_012,BATTLECRY
LOEA01_11h,DEATHRATTLE
CS2_232,TAUNT
CFM_712_t11,JADE_GOLEM
BRMA04_2,AI_MUST_PLAY
AT_109e,TAG_ONE_TURN_EFFECT
CS2_179,TAUNT
LOEA09_7H,DEATHRATTLE
LOEA09_7H,TAUNT
BRMA01_2H,AI_MUST_PLAY
NEW1_022,TAUNT
EX1_015,BATTLECRY
BRMA12_6H,EVIL_GLOW
AT_105,BATTLECRY
CFM_712_t12,JADE_GOLEM
AT_065,BATTLECRY
CS2_226,BATTLECRY
AT_117,BATTLECRY
CFM_619,BATTLECRY
BRM_034,BATTLECRY
OG_335,DEATHRATTLE
CS2_011o,TAG_ONE_TURN_EFFECT
CFM_308,CHOOSE_ONE
CFM_712_t26,JADE_GOLEM
LOEA09_8H,TAUNT
KARA_13_19,DEATHRATTLE
KARA_13_19,TAUNT
LOE_011,BATTLECRY
GVG_037,WINDFURY
OG_087,BATTLECRY
OG_302,RITUAL
EX1_014,BATTLECRY
OG_174,BATTLECRY
OG_174,TAUNT
EX1_412e,ENRAGED
OG_282e,BATTLECRY
KAR_205,InvisibleDeathrattle
KAR_010,BATTLECRY
LOEA13_2,AI_MUST_PLAY
XXX_020,ImmuneToSpellpower
KAR_A02_05,AURA
TB_SPT_DPromoSecret10,SECRET
CFM_810,BATTLECRY
AT_054,BATTLECRY
CFM_672,BATTLECRY
OG_188,BATTLECRY
OG_188,RITUAL
CFM_693,COMBO
KAR_702,BATTLECRY
NEW1_034,CHARGE
OG_051,BATTLECRY
CFM_653,TAUNT
AT_094,BATTLECRY
GVG_111t,CHARGE
AT_066,INSPIRE
LOE_110,BATTLECRY
EX1_587,BATTLECRY
CS2_042,BATTLECRY
CFM_687e,TAG_ONE_TURN_EFFECT
LOEA09_3c,AI_MUST_PLAY
KARA_13_19e,TAG_ONE_TURN_EFFECT
KAR_070,BATTLECRY
KAR_092,BATTLECRY
KAR_A02_03,AURA
CS2_125,TAUNT
CFM_853,BATTLECRY
NAX14_03,AURA
TB_SPT_DPromoSecret6,SECRET
AT_127,INSPIRE
TB_SPT_Minion2,ADJACENT_BUFF
TB_SPT_Minion2,AURA
GVG_059,BATTLECRY
FP1_010,POISONOUS
TB_SPT_DPromo_Hero2,InvisibleDeathrattle
BRMA07_2H,AI_MUST_PLAY
TB_KTRAF_2,BATTLECRY
CFM_315,BATTLECRY
LOEA02_02,AI_MUST_PLAY
EX1_246e,MORPH
GVG_078,DEATHRATTLE
EX1_390e,ENRAGED
CFM_800,SECRET
LOE_012,DEATHRATTLE
BRMA12_5,EVIL_GLOW
CFM_062,BATTLECRY
CFM_062,TAUNT
CFM_020,BATTLECRY
CFM_650,BATTLECRY
OG_241,DEATHRATTLE
KAR_A02_13H,AI_MUST_PLAY
AT_036,DEATHRATTLE
FP1_004,DEATHRATTLE
CFM_620,SECRET
AT_128,DEATHRATTLE
LOE_115,CHOOSE_ONE
GVG_088,FORGETFUL
GVG_088,STEALTH
EX1_091,BATTLECRY
AT_010,BATTLECRY
KAR_041,BATTLECRY
KAR_041,DEATHRATTLE
EX1_507,AURA
EX1_028,STEALTH
EX1_549o,TAG_ONE_TURN_EFFECT
OG_286,RITUAL
GVG_011,BATTLECRY
CFM_061,BATTLECRY
CS2_046e,TAG_ONE_TURN_EFFECT
CS2_028,FREEZE
GVG_047,COMBO
EX1_165t1,CHARGE
OG_316,BATTLECRY
CFM_712_t01,JADE_GOLEM
EX1_130,SECRET
EX1_284,BATTLECRY
LOE_038,AURA
AT_083,INSPIRE
TB_CoOpv3_BOSS2e,ENRAGED
GVG_009,BATTLECRY
CFM_338,BATTLECRY
GVG_097,BATTLECRY
GVG_097,TAUNT
CFM_852,BATTLECRY
LOE_020,BATTLECRY
CFM_781,STEALTH
GVG_090,BATTLECRY
GVG_120,BATTLECRY
EX1_055o,TAG_ONE_TURN_EFFECT
CFM_321,BATTLECRY
EX1_082,BATTLECRY
FP1_017,AURA
FP1_001,DEATHRATTLE
AT_089,INSPIRE
CFM_646,DEATHRATTLE
AT_084,BATTLECRY
OG_044a,CHARGE
OG_044a,TAUNT
LOEA09_3d,AI_MUST_PLAY
BRMA13_4,AI_MUST_PLAY
EX1_009,ENRAGED
BRMA10_3,AI_MUST_PLAY
NAX3_02H,AI_MUST_PLAY
AT_083e,TAG_ONE_TURN_EFFECT
CS2_031,FREEZE
