card_id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability
OG_254,NEUTRAL,MINION,Eater of Secrets,OG,<b>Battlecry:</b> Destroy all enemy <b>Secrets</b>. Gain +1/+1 for each.,4.0,2.0,4.0,RARE,1.0,You don't want to be around after it has eaten an explosive trap.  You thought Sludge Belcher was bad...,,,,,,
LOEA02_02h,NEUTRAL,HERO_POWER,Djinn’s Intuition,LOE,Draw a card. Gain a Mana Crystal. Give your opponent a Wish.,0.0,,,,,,,,,,,
FP1_029,NEUTRAL,MINION,Dancing Swords,NAXX,<b>Deathrattle:</b> Your opponent draws a card.,3.0,4.0,4.0,COMMON,1.0,They like to dance to reggae.,,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,,
TB_PickYourFate_2,NEUTRAL,SPELL,Fate: Bananas,TB,"When a minion dies, its owner gets a (1) mana Banana.",0.0,,,,,,,,,,,
BRMA14_6,NEUTRAL,HERO_POWER,Activate Electron,BRM,"<b>Hero Power</b>
Activate Electron!",6.0,,,,,,,,,,,
OG_044b,DRUID,MINION,Druid of the Flame,BRM,,3.0,5.0,5.0,COMMON,,,BEAST,,,,,
CS2_075,ROGUE,SPELL,Sinister Strike,CORE,Deal $3 damage to the enemy hero.,1.0,,,FREE,1.0,"There's something about this strike that just feels off.  Sinister, even.",,Unlocked at Level 1.,Unlocked at Level 15.,,,
NEW1_036e2,WARRIOR,ENCHANTMENT,Commanding Shout,EXPERT1,Your minions can't be reduced below 1 Health this turn.,,,,,,,,,,,,
AT_070,NEUTRAL,MINION,Skycap'n Kragg,TGT,"<b>Charrrrrge</b>
Costs (1) less for each friendly Pirate.",7.0,4.0,6.0,LEGENDARY,1.0,What's more boss than riding a parrot with a jawbone for a shoulderpad while wielding a giant hook-lance-thing and wearing a pirate hat?  NOTHING.,PIRATE,,,,,
EX1_124,ROGUE,SPELL,Eviscerate,EXPERT1,Deal $2 damage. <b>Combo:</b> Deal $4 damage instead.,2.0,,,COMMON,1.0,There is a high cost to Eviscerating your opponent:  It takes a long time to get blood stains out of leather armor.,,,,,,
KAR_065,DRUID,MINION,Menagerie Warden,KARA,<b>Battlecry:</b> Choose a friendly Beast. Summon a copy of it.,6.0,5.0,5.0,COMMON,1.0,Please? Can I keep him? I promise to clean his cage <i>every day</i>.,,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,
TB_SPT_DPromoMinionChamp,NEUTRAL,MINION,Hell Bovine Champion,TB,<b>Deathrattle:</b> Current turn player gains a random weapon.,5.0,4.0,4.0,,,,DEMON,,,,,
EX1_567,SHAMAN,WEAPON,Doomhammer,EXPERT1,"<b>Windfury, Overload:</b> (2)",5.0,2.0,,EPIC,1.0,Orgrim Doomhammer gave this legendary weapon to Thrall.  His name is a total coincidence.,,,,,,8.0
AT_117e,NEUTRAL,ENCHANTMENT,Ceremony,TGT,+2/+2.,,,,,,,,,,,,
LOEA05_02a,NEUTRAL,HERO_POWER,Trogg Hate Minions!,LOE,"<b>Passive Hero Power</b>
 Enemy minions cost (2) more. Swap at the start of your turn.",0.0,,,,,,,,,,,
OG_218,WARRIOR,MINION,Bloodhoof Brave,OG,"<b>Taunt</b>
<b>Enrage:</b> +3 Attack.",4.0,2.0,6.0,COMMON,1.0,"He thought the set was called ""Flippers of the Old Cods"" and hungrily volunteered to be in it.  He is definitely going to get his hearing checked.",,,,,,
EX1_606,WARRIOR,SPELL,Shield Block,CORE,"Gain 5 Armor.
Draw a card.",3.0,,,COMMON,1.0,Shields were invented because Face Block is USELESS.,,Unlocked at Level 8.,Unlocked at Level 28.,,,
TB_PickYourFate_8_Ench,NEUTRAL,ENCHANTMENT,Fate 8 Get Armor,TB,,,,,,,,,,,,,
LOEA13_1h,NEUTRAL,HERO,Skelesaurus Hex,LOE,,,,30.0,,,,,,,,,
AT_132_PALADIN,PALADIN,HERO_POWER,The Silver Hand,TGT,"<b>Hero Power</b>
Summon two 1/1 Recruits.",2.0,,,,,,,,,,,
GVG_071,NEUTRAL,MINION,Lost Tallstrider,GVG,,4.0,5.0,4.0,COMMON,1.0,"The message, ""If found, please return to Mulgore,"" is tattooed on his rear.",BEAST,,,,,
EX1_573ae,DRUID,ENCHANTMENT,Demigod's Favor,EXPERT1,+2/+2.,,,,,,,,,,,,
CS2_152,NEUTRAL,MINION,Squire,EXPERT1,,1.0,2.0,2.0,COMMON,,,,,,,ALLIANCE,
AT_059,HUNTER,MINION,Brave Archer,TGT,"<b>Inspire:</b> If your hand is empty, deal 2 damage to the enemy hero.",1.0,2.0,1.0,COMMON,1.0,"This is a ""bearly"" concealed reference.",,,,,,
EX1_055,NEUTRAL,MINION,Mana Addict,EXPERT1,"Whenever you cast a spell, gain +2 Attack this turn.",2.0,1.0,3.0,RARE,1.0,"She’s trying to kick the habit, but still takes some mana whenever she has a stressful day.",,,,,ALLIANCE,
LOE_009,WARRIOR,MINION,Obsidian Destroyer,LOE,"At the end of your turn, summon a 1/1 Scarab with <b>Taunt</b>.",7.0,7.0,7.0,COMMON,1.0,No obsidian is safe around the Obsidian Destroyer!,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,
CS2_029,MAGE,SPELL,Fireball,CORE,Deal $6 damage.,4.0,,,FREE,1.0,"This spell is useful for burning things.  If you're looking for spells that toast things, or just warm them a little, you're in the wrong place.",,Unlocked at Level 1.,Unlocked at Level 44.,,,
TB_PickYourFate_7_EnchMiniom2nd,NEUTRAL,ENCHANTMENT,Fate,TB,<b>Deathrattle:</b> random card in owner's hand costs (0).,,,,,,,,,,,,
LOEA04_25h,NEUTRAL,MINION,Seething Statue,LOE,"At the end of your turn, deal 5 damage to all enemies.",8.0,5.0,9.0,,,,,,,,,
DS1_183,HUNTER,SPELL,Multi-Shot,CORE,Deal $3 damage to two random enemy minions.,4.0,,,FREE,1.0,"You see, it's all about <i>throughput</i>.",,Unlocked at Level 1.,Unlocked at Level 36.,,,
GVG_111,NEUTRAL,MINION,Mimiron's Head,GVG,"At the start of your turn, if you have at least 3 Mechs, destroy them all and form V-07-TR-0N.",5.0,4.0,5.0,LEGENDARY,1.0,Do not push the big red button!,MECHANICAL,,,,,
XXX_058e,NEUTRAL,ENCHANTMENT,Weapon Nerf Enchant,CHEAT,Red Sparkles!,,,,,,,,,,,,
KARA_13_26,NEUTRAL,WEAPON,Atiesh,KARA,"[x]After you cast a spell,
summon a random
minion of that Cost.
Lose 1 Durability.",3.0,1.0,,,,,,,,,,3.0
CFM_605,PRIEST,MINION,Drakonid Operative,GANGS,"[x]<b>Battlecry:</b> If you're holding a
Dragon, <b>Discover</b> a card in
 your opponent's deck.",5.0,5.0,6.0,RARE,1.0,"His job is to spy on the Goons and the Jade Lotus, but he's OBVIOUSLY a dragon so it's pretty hard work.",DRAGON,,,,,
BRMA17_3,NEUTRAL,HERO,Onyxia,BRM,,,,15.0,,,,,,,,,
KARA_13_12H,NEUTRAL,SPELL,Demonic Presence,KARA,"Draw 3 cards.
Gain 10 Armor.",3.0,,,,,,,,,,,
LOE_029,NEUTRAL,MINION,Jeweled Scarab,LOE,"<b>Battlecry: Discover</b> a
3-Cost card.",2.0,1.0,1.0,COMMON,1.0,It's amazing what you can do with super glue!,BEAST,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,
CFM_651,NEUTRAL,MINION,Naga Corsair,GANGS,<b>Battlecry:</b> Give your weapon +1 Attack.,4.0,5.0,4.0,COMMON,1.0,Hook-tails are nice and all but she keeps getting stuck on things.,PIRATE,,,,,
BRMC_91,NEUTRAL,MINION,Son of the Flame,TB,<b>Battlecry:</b> Deal 6 damage.,3.0,6.0,3.0,,,,,,,Deal 6 damage.,,
AT_057,HUNTER,MINION,Stablemaster,TGT,<b>Battlecry:</b> Give a friendly Beast <b>Immune</b> this turn.,3.0,4.0,2.0,EPIC,1.0,"Takes way better care of her pets than her brother, Unstablemaster.",,,,Grant <b>Immune</b> this turn.,,
CS2_124,NEUTRAL,MINION,Wolfrider,CORE,<b>Charge</b>,3.0,3.0,1.0,FREE,1.0,"Orcish raiders ride wolves because they are well adapted to harsh environments, and because they are soft and cuddly.",,,Unlocked at Warrior Level 59.,,HORDE,
CS2_082,ROGUE,WEAPON,Wicked Knife,CORE,,1.0,1.0,,FREE,,,,,,,,2.0
CFM_900,WARLOCK,MINION,Unlicensed Apothecary,GANGS,"Whenever you summon a minion, deal 5 damage to your Hero.",3.0,5.0,5.0,EPIC,1.0,Get the ingredients wrong on ONE healing potion and they take your license. What a world!,DEMON,,,,,
NEW1_008b,DRUID,SPELL,Ancient Secrets,EXPERT1,Restore 5 Health.,0.0,,,,,,,,,,,
OG_152,NEUTRAL,MINION,Grotesque Dragonhawk,OG,<b>Windfury</b>,7.0,5.0,5.0,COMMON,1.0,"They say that ""grotesque is in the eye of the beholder,"" but that's just because they've never seen a Grotesque Dragonhawk. Yikes!",BEAST,,,,,
OG_223e,NEUTRAL,ENCHANTMENT,Optimism,OG,+1/+2.,,,,,,,,,,,,
GVG_030be,DRUID,ENCHANTMENT,Tank Mode,GVG,+1 Health.,,,,,,,,,,,,
CRED_40,ROGUE,MINION,Ryan Masterson,CREDITS,"<b>Battlecry:</b> Cast copies of Backstab, Cold Blood, and Eviscerate. <i>(targets chosen randomly).</i>",4.0,7.0,2.0,LEGENDARY,,,,,,,,
CFM_712_t21,NEUTRAL,MINION,Jade Golem,GANGS,,10.0,21.0,21.0,,,,,,,,,
AT_042b,DRUID,SPELL,Panther Form,TGT,+1/+1 and <b>Stealth</b>,0.0,,,COMMON,,,,,,,,
KARA_13_06H,NEUTRAL,HERO,Prince Malchezaar,KARA,,,,30.0,,,,DEMON,,,,,
BRM_028e,NEUTRAL,ENCHANTMENT,Imperial Favor,BRM,Costs (1) less.,,,,,,,,,,,,
NAX2_05H,NEUTRAL,MINION,Worshipper,NAXX,Your hero has +3 Attack on your turn.,3.0,2.0,4.0,,,,,,,,,
CS1_112,PRIEST,SPELL,Holy Nova,CORE,Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,5.0,,,COMMON,1.0,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",,Unlocked at Level 6.,Unlocked at Level 45.,,,
NEW1_037e,NEUTRAL,ENCHANTMENT,Equipped,EXPERT1,Increased Attack.,,,,,,,,,,,,
CS2_234,PRIEST,SPELL,Shadow Word: Pain,CORE,Destroy a minion with 3 or less Attack.,2.0,,,FREE,1.0,"A step up from a spell cast by many beginning acolytes: ""Shadow Word: Annoy"".",,Unlocked at Level 1.,Unlocked at Level 36.,,,
CFM_334,HUNTER,SPELL,Smuggler's Crate,GANGS,Give a random Beast in your hand +2/+2.,1.0,,,COMMON,1.0,Are you sure these are the crates that are supposed to go to the Gadgetzan petting zoo?,,,,,,
TB_PickYourFate_7_EnchMinion,NEUTRAL,ENCHANTMENT,Fate,TB,<b>Deathrattle:</b> Your owner gets a coin.,,,,,,,,,,,,
TB_CoOpBossSpell_1,NEUTRAL,SPELL,Prioritize,TB,Deal Attack damage to biggest minion.,0.0,,,,,,,,,,,
NEW1_023,NEUTRAL,MINION,Faerie Dragon,EXPERT1,Can't be targeted by spells or Hero Powers.,2.0,3.0,2.0,COMMON,1.0,Adorable.  Immune to Magic.  Doesn't pee on the rug.  The perfect pet!,DRAGON,,,,,
CFM_663,WARLOCK,MINION,Kabal Trafficker,GANGS,"[x]At the end of your turn,
add a random Demon
to your hand.",6.0,6.0,6.0,EPIC,1.0,She ships illicit mana crystals around the world in packages marked: FUNNEL CAKE.,,,,,,
EX1_155b,DRUID,SPELL,Mark of Nature,EXPERT1,+4 Health and <b>Taunt</b>.,0.0,,,,,,,,,,,
NAX1h_04,NEUTRAL,HERO_POWER,Skitter,NAXX,"<b>Hero Power</b>
Summon a 4/4 Nerubian.",2.0,,,,,,,,,,,
XXX_115,NEUTRAL,SPELL,Destroy Played Cards,CHEAT,"Whenever a player summons a minion, destroy it.",0.0,,,COMMON,,,,,,,,
NAX12_02e,NEUTRAL,ENCHANTMENT,Decimate,NAXX,Health changed to 1.,,,,,,,,,,,,
Mekka4t,NEUTRAL,MINION,Chicken,PROMO,<i>Hey Chicken!</i>,0.0,1.0,1.0,,,,BEAST,,,,,
CRED_30,NEUTRAL,MINION,JC Park,CREDITS,<b>Battlecry:</b> Add a new platform for Hearthstone.,7.0,2.0,4.0,LEGENDARY,,,,,,,,
BRMA02_2_2_TB,NEUTRAL,HERO_POWER,Jeering Crowd,TB,"<b>Hero Power</b>
Summon a 1/1 Spectator with <b>Taunt</b>.",2.0,,,,,,,,,,,
EX1_finkle,NEUTRAL,MINION,Finkle Einhorn,EXPERT1,,3.0,3.0,3.0,LEGENDARY,,,,,,,,
EX1_043e,NEUTRAL,ENCHANTMENT,Hour of Twilight,EXPERT1,Increased Health.,,,,,,,,,,,,
CFM_648,NEUTRAL,MINION,Big-Time Racketeer,GANGS,<b>Battlecry:</b> Summon a 6/6 Ogre.,6.0,1.0,1.0,COMMON,1.0,"""It'd be a shame if someone disenchanted those Legendaries.""",,,,,,
LOEA07_02,NEUTRAL,HERO,Mine Shaft,LOE,,,,80.0,,,,,,,,,
CFM_305,PALADIN,SPELL,Smuggler's Run,GANGS,Give all minions in your hand +1/+1.,1.0,,,COMMON,1.0,"One of the most famous busts in Gadgetzan’s history happened on Smuggler’s Run, where Sergeant Sally apprehended a cadre of Grimy Goons transporting a massive number of illegal fish heads.",,,,,,
CS2_065,WARLOCK,MINION,Voidwalker,CORE,<b>Taunt</b>,1.0,1.0,3.0,FREE,1.0,"No relation to ""The Voidsteppers"", the popular Void-based dance troupe.",DEMON,Unlocked at Level 1.,Unlocked at Level 36.,,,
CS2_007,DRUID,SPELL,Healing Touch,CORE,Restore #8 Health.,3.0,,,FREE,1.0,"8 Health, no waiting.",,Unlocked at Level 1.,Unlocked at Level 15.,,,
DS1_175,HUNTER,MINION,Timber Wolf,CORE,Your other Beasts have +1 Attack.,1.0,1.0,1.0,FREE,1.0,Other beasts totally dig hanging out with timber wolves.,BEAST,Unlocked at Level 1.,Unlocked at Level 23.,,,
TB_ClassRandom_Warrior,WARRIOR,SPELL,Second Class: Warrior,TB,Add Warrior cards to your deck.,0.0,,,,,,,,,,,
CRED_45,NEUTRAL,MINION,Jonas Laster,CREDITS,"Whenever a <b>Silenced</b> minion dies, gain +1/+1.",6.0,6.0,6.0,LEGENDARY,,,,,,,,
KAR_A02_06,NEUTRAL,MINION,Pitcher,KARA,<b>Battlecry:</b> Give a minion +2/+2.,4.0,3.0,3.0,,,,,,,,,
BRMA12_7,NEUTRAL,SPELL,Brood Affliction: Bronze,BRM,"While this is in your hand, Chromaggus' minions cost (1) less.",1.0,,,,,,,,,,,
LOEA06_02t,NEUTRAL,MINION,Earthen Statue,LOE,,1.0,0.0,2.0,,,,,,,,,
GVG_101,PALADIN,MINION,Scarlet Purifier,GVG,<b>Battlecry:</b> Deal 2 damage to all minions with <b>Deathrattle</b>.,3.0,4.0,3.0,RARE,1.0,"The Scarlet Crusade is doing market research to find out if the ""Mauve Crusade"" would be better received.",,,,,,
NAX4_04,NEUTRAL,HERO_POWER,Raise Dead,NAXX,"<b>Passive Hero Power</b>
Whenever an enemy dies, raise a 1/1 Skeleton.",0.0,,,,,,,,,,,
XXX_003,NEUTRAL,SPELL,Restore 1,CHEAT,Restore #1 Health to a character.,0.0,,,COMMON,,,,,,,,
LOEA14_1H,NEUTRAL,HERO,The Steel Sentinel,LOE,,,,30.0,,,,,,,,,
TB_GiftExchange_Enchantment,NEUTRAL,ENCHANTMENT,Cheap Gift,TB,This card's cost is reduced.,,,,,,,,,,,,
TB_Coopv3_009t,NEUTRAL,MINION,Explosive Rune,TB,"At the start of your turn, this explodes, dealing 9 damage to your hero.",2.0,0.0,3.0,,,,,,,,,
EX1_398,WARRIOR,MINION,Arathi Weaponsmith,EXPERT1,<b>Battlecry:</b> Equip a 2/2 weapon.,4.0,3.0,3.0,COMMON,1.0,"50% off fist weapons, limited time only!",,,,,,
EX1_155be,DRUID,ENCHANTMENT,Mark of Nature,EXPERT1,This minion has +4 Health and <b>Taunt</b>.,,,,,,,,,,,,
TB_PickYourFate_11b,NEUTRAL,SPELL,Murloc Bonus,TB,Summon a 1/1 Murloc at the end of your turn.,0.0,,,,,,,,,,,
XXX_006,NEUTRAL,SPELL,Break Weapon,CHEAT,Destroy a hero's weapon.,0.0,,,COMMON,,,,,,,,
EX1_597,NEUTRAL,MINION,Imp Master,EXPERT1,"[x]At the end of your turn, deal
1 damage to this minion
 and summon a 1/1 Imp.",3.0,1.0,5.0,RARE,1.0,She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER.,,,,,,
GVG_080t,DRUID,MINION,Druid of the Fang,GVG,,5.0,7.0,7.0,,,,BEAST,,,,,
GVG_100e,WARLOCK,ENCHANTMENT,Brow Furrow,GVG,Increased stats.,,,,,,,,,,,,
PART_001e,NEUTRAL,ENCHANTMENT,Armor Plating,GVG,+1 Health.,,,,,,,,,,,,
CS2_151,NEUTRAL,MINION,Silver Hand Knight,EXPERT1,<b>Battlecry:</b> Summon a 2/2 Squire.,5.0,4.0,4.0,COMMON,1.0,It's good to be a knight.   Less so to be one's squire.,,,,,ALLIANCE,
EX1_161,DRUID,SPELL,Naturalize,EXPERT1,"Destroy a minion.
Your opponent draws 2 cards.",1.0,,,COMMON,1.0,Another one bites the dust.,,,,,,
NAX12_02H,NEUTRAL,HERO_POWER,Decimate,NAXX,"<b>Hero Power</b>
Change the Health of enemy minions to 1.",0.0,,,,,,,,,,,
CS2_083b,ROGUE,HERO_POWER,Dagger Mastery,CORE,"<b>Hero Power</b>
Equip a 1/2 Dagger.",2.0,,,FREE,,,,,,,,
GVG_046,HUNTER,MINION,King of Beasts,GVG,<b>Taunt</b>. <b>Battlecry:</b> Gain +1 Attack for each other Beast you have.,5.0,2.0,6.0,RARE,1.0,He never sleeps.  Not even in the mighty jungle.,BEAST,,,,,
EX1_165,DRUID,MINION,Druid of the Claw,EXPERT1,<b>Choose One -</b> <b>Charge</b>; or +2 Health and <b>Taunt</b>.,5.0,4.0,4.0,COMMON,1.0,Cat or Bear?  Cat or Bear?!  I just cannot CHOOSE!,,,,,,
LOE_061,NEUTRAL,MINION,Anubisath Sentinel,LOE,<b>Deathrattle:</b> Give a random friendly minion +3/+3.,5.0,4.0,4.0,COMMON,1.0,He's actually a 1/1 who picked up the hammer from the last guy.,,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",,,
TU4f_001,NEUTRAL,HERO,Lorewalker Cho,MISSIONS,,,,25.0,,,,,,,,,
OG_006,PALADIN,MINION,Vilefin Inquisitor,OG,<b>Battlecry:</b> Your Hero Power becomes 'Summon a   1/1 Murloc.',1.0,1.0,3.0,EPIC,1.0,Nobody expects the Vilefin Inquisition!,MURLOC,,,,,
AT_081,PALADIN,MINION,Eadric the Pure,TGT,"<b>Battlecry:</b> Change all enemy minions'
Attack to 1.",7.0,3.0,7.0,LEGENDARY,1.0,Nobody rocks a monocle like Eadric.,,,,,,
BRMA12_8t,NEUTRAL,MINION,Chromatic Dragonkin,BRM,"Whenever your opponent casts a spell, gain +2/+2.",2.0,2.0,3.0,,,,DRAGON,,,,,
GVG_030b,DRUID,SPELL,Tank Mode,GVG,+1 Health.,0.0,,,,,,,,,,,
BRMA07_2,NEUTRAL,HERO_POWER,ME SMASH,BRM,"<b>Hero Power</b>
Destroy a random damaged enemy minion.",1.0,,,,,,,,,,,
XXX_039,NEUTRAL,SPELL,Become Hogger,CHEAT,Become Hogger for Video Recording.,0.0,,,,,,,,,,,
CRED_36,NEUTRAL,MINION,Mike Donais,CREDITS,"<b>Battlecry:</b> Replace all minions in the battlefield, in both hands, and in both decks with random minions.",6.0,4.0,8.0,LEGENDARY,,,,,,,,
DREAM_04,DREAM,SPELL,Dream,EXPERT1,Return a minion to its owner's hand.,0.0,,,,,,,,,,,
CRED_01,NEUTRAL,MINION,Jason Chayes,CREDITS,<b>Enrage:</b> Just kidding! He never Enrages.,6.0,7.0,6.0,LEGENDARY,,,,,,,,
NEW1_004,ROGUE,SPELL,Vanish,CORE,Return all minions to their owner's hand.,6.0,,,COMMON,1.0,,,Unlocked at Level 8.,Unlocked at Level 23.,,,
KARA_12_02H,NEUTRAL,HERO_POWER,Ley Lines,KARA,"[x]<b>Passive Hero Power</b>
Both players have
<b>Spell Damage +5</b>.",0.0,,,,,,,,,,,
FP1_009,NEUTRAL,MINION,Deathlord,NAXX,<b>Taunt. Deathrattle:</b> Your opponent puts a minion from their deck into the battlefield.,3.0,2.0,8.0,RARE,1.0,"""Rise from your grave!"" - Kel'Thuzad",,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",,,
KAR_061,NEUTRAL,MINION,The Curator,KARA,"<b>Taunt</b>
<b>Battlecry:</b> Draw a Beast, Dragon, and Murloc from your deck.",7.0,4.0,6.0,LEGENDARY,1.0,"The Curator guards Azeroth’s deadliest creatures, but it’s secretly terrified of squirrels.",MECHANICAL,"Unlocked in the Menagerie, in One Night in Karazhan.","Crafting unlocked in the Menagerie, in One Night in Karazhan.",,,
CFM_328,NEUTRAL,MINION,Fight Promoter,GANGS,"[x]<b>Battlecry:</b> If you control
a minion with 6 or more
 Health, draw two cards.",6.0,4.0,4.0,EPIC,1.0,"""Yeah, I can get you Knuckles.  No, no, he's been clean for *weeks*.""",,,,,,
TB_BoomAnnoy_001e,NEUTRAL,ENCHANTMENT,Loves Annoy-o-tron,TB,+2/+2.,,,,,,,,,,,,
BRMA12_6,NEUTRAL,SPELL,Brood Affliction: Black,BRM,"While this is in your hand, whenever Chromaggus draws a card, he gets another copy of it.",1.0,,,,,,,,,,,
CRED_46,NEUTRAL,MINION,Keith Landes,CREDITS,"At the start of your turn, get -2 Health due to hunger.",2.0,2.0,6.0,LEGENDARY,,,,,,,,
OG_149,WARRIOR,MINION,Ravaging Ghoul,OG,<b>Battlecry:</b> Deal 1 damage to all other minions.,3.0,3.0,3.0,COMMON,1.0,"But goes by ""Ravishing Ghoul"" when he hits the club.",,,,,,
LOE_016t,NEUTRAL,MINION,Rock,LOE,<b>Taunt</b>,1.0,0.0,6.0,,,,,,,,,
XXX_061,NEUTRAL,SPELL,Armor 1,CHEAT,Give target Hero +1 Armor,0.0,,,,,,,,,,,
KAR_094,ROGUE,MINION,Deadly Fork,KARA,<b>Deathrattle:</b> Add a 3/2 weapon to your hand.,3.0,3.0,2.0,COMMON,1.0,"For a proper setting, place the deadly fork <i>after</i> the salad fork, but <i>before</i> the dinner fork.",,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",,,
CFM_617,DRUID,MINION,Celestial Dreamer,GANGS,"<b>Battlecry:</b> If a friendly minion has 5 or more Attack, gain +2/+2.",3.0,3.0,3.0,RARE,1.0,"If you think her job is easy, YOU try falling asleep on cue.",,,,,,
EX1_033,NEUTRAL,MINION,Windfury Harpy,EXPERT1,<b>Windfury</b>,6.0,4.0,5.0,COMMON,1.0,Harpies are not pleasant sounding.  That's the nicest I can put it.,,,,,ALLIANCE,
BRMA09_4H,NEUTRAL,HERO_POWER,Blackwing,BRM,"<b>Hero Power</b>
Summon a 5/4 Dragonkin. Get a new Hero Power.",1.0,,,,,,,,,,,
EX1_405,NEUTRAL,MINION,Shieldbearer,EXPERT1,<b>Taunt</b>,1.0,0.0,4.0,COMMON,1.0,Have you seen the size of the shields in this game??  This is no easy job.,,,,,,
LOEA01_01h,NEUTRAL,HERO,Sun Raider Phaerix,LOE,,,,30.0,,,,,,,,,
XXX_105,NEUTRAL,SPELL,Add 8 to Health.,CHEAT,Adds 8 health to a damaged character. Does NOT heal.,0.0,,,COMMON,,,,,,,,
BRMA10_1,NEUTRAL,HERO,Razorgore the Untamed,BRM,,,,30.0,,,,,,,,,
LOE_019t,NEUTRAL,SPELL,Map to the Golden Monkey,LOE,Shuffle the Golden Monkey into your deck. Draw a card.,2.0,,,,,,,,,,,
OG_220,WARRIOR,MINION,Malkorok,OG,<b>Battlecry:</b> Equip a random weapon.,7.0,6.0,5.0,LEGENDARY,1.0,Garrosh's best buddy. It's true. Look it up.,,,,,,
DS1_188,HUNTER,WEAPON,Gladiator's Longbow,EXPERT1,Your hero is <b>Immune</b> while attacking.,7.0,5.0,,EPIC,1.0,The longbow allows shots to be fired from farther away and is useful for firing on particularly odorous targets.,,,,,,2.0
TB_KTRAF_HP_RAF5,NEUTRAL,HERO_POWER,Staff of Origination,TB,Add a random legendary minion to your hand. It costs (4) less.,2.0,,,,,,,,,,,
BRMC_98,NEUTRAL,MINION,Razorgore,TB,"At the start of your turn, give your minions +3 Attack.",6.0,4.0,12.0,LEGENDARY,,,DRAGON,,,,,
TB_PickYourFate_2_EnchMinion,NEUTRAL,ENCHANTMENT,Fate,TB,<b>Deathrattle:</b> Your owner gets a banana.,,,,,,,,,,,,
OG_006b,PALADIN,HERO_POWER,The Tidal Hand,OG,"<b>Hero Power</b>
Summon a 1/1 Silver Hand Murloc.",2.0,,,,,,,,,,,
TB_FW_Warper,NEUTRAL,MINION,Omegawarper,TB,Both player's Mechs cost (2) less.,3.0,3.0,5.0,,,,MECHANICAL,,,,,
BRMA09_2H,NEUTRAL,HERO_POWER,Open the Gates,BRM,"<b>Hero Power</b>
Summon three 2/2 Whelps. Get a new Hero Power.",2.0,,,,,,,,,,,
CRED_19,NEUTRAL,MINION,Beomki Hong,CREDITS,<b>Taunt.</b> Friendly minions can’t be <b>Frozen.</b>,4.0,6.0,3.0,LEGENDARY,,,,,,,,
CRED_38,NEUTRAL,MINION,Robin Fredericksen,CREDITS,"<b>Battlecry:</b> If you have no other Erics on the battlefield, rename this card to ""Eric"".",4.0,4.0,4.0,LEGENDARY,,,,,,,,
TU4e_007,NEUTRAL,WEAPON,Dual Warglaives,MISSIONS,,6.0,4.0,,COMMON,,,,,,,,2.0
BRMA13_2,NEUTRAL,HERO_POWER,True Form,BRM,"<b>Hero Power</b>
Let the games begin!",1.0,,,,,,,,,,,
GVG_032b,DRUID,SPELL,Gift of Cards,GVG,Each player draws a card.,0.0,,,,,,,,,,,
LOEA09_3aH,NEUTRAL,ENCHANTMENT,Famished,LOE,Quite Hungry.,,,,,,,,,,,,
AT_096,NEUTRAL,MINION,Clockwork Knight,TGT,<b>Battlecry:</b> Give a friendly Mech +1/+1.,5.0,5.0,5.0,COMMON,1.0,It takes a lot to wind him up.,MECHANICAL,,,Give +1/+1.,,
BRMA14_11,NEUTRAL,SPELL,Recharge,BRM,Fill all empty Mana Crystals.,0.0,,,,,,,,,,,
NAX7_04H,NEUTRAL,WEAPON,Massive Runeblade,NAXX,Deals double damage to heroes.,3.0,10.0,,,,,,,,,,2.0
FP1_020e,PALADIN,ENCHANTMENT,Vengeance,NAXX,+3/+2.,,,,,,,,,,,,
EX1_562,NEUTRAL,MINION,Onyxia,EXPERT1,<b>Battlecry:</b> Summon 1/1 Whelps until your side of the battlefield is full.,9.0,8.0,8.0,LEGENDARY,1.0,Onyxia long manipulated the Stormwind Court by disguising herself as Lady Katrana Prestor.   You would have thought that the giant wings and scales would have been a giveaway.,DRAGON,,,,,
CFM_603e,PRIEST,ENCHANTMENT,Madness Potion,GANGS,This minion has switched controllers this turn.,,,,,,,,,,,,
