card_id,action,cost
AT_075,DISENCHANT_GOLDEN,50
BRMA14_3,CRAFTING_NORMAL,1600
BRMA14_3,CRAFTING_GOLDEN,3200
BRMA14_3,DISENCHANT_NORMAL,400
BRMA14_3,DISENCHANT_GOLDEN,1600
AT_012,CRAFTING_NORMAL,100
AT_012,CRAFTING_GOLDEN,800
AT_012,DISENCHANT_NORMAL,20
AT_012,DISENCHANT_GOLDEN,100
AT_050,CRAFTING_NORMAL,400
AT_050,CRAFTING_GOLDEN,1600
AT_050,DISENCHANT_NORMAL,100
AT_050,DISENCHANT_GOLDEN,400
CFM_313,CRAFTING_NORMAL,400
CFM_313,CRAFTING_GOLDEN,1600
CFM_313,DISENCHANT_NORMAL,100
CFM_313,DISENCHANT_GOLDEN,400
EX1_133,CRAFTING_NORMAL,100
EX1_133,CRAFTING_GOLDEN,800
EX1_133,DISENCHANT_NORMAL,20
EX1_133,DISENCHANT_GOLDEN,100
OG_122,CRAFTING_NORMAL,1600
OG_122,CRAFTING_GOLDEN,3200
OG_122,DISENCHANT_NORMAL,400
OG_122,DISENCHANT_GOLDEN,1600
GVG_032,CRAFTING_NORMAL,100
GVG_032,CRAFTING_GOLDEN,800
GVG_032,DISENCHANT_NORMAL,20
GVG_032,DISENCHANT_GOLDEN,100
EX1_006,CRAFTING_NORMAL,100
EX1_006,CRAFTING_GOLDEN,800
EX1_006,DISENCHANT_NORMAL,20
EX1_006,DISENCHANT_GOLDEN,100
CFM_616,CRAFTING_NORMAL,400
CFM_616,CRAFTING_GOLDEN,1600
CFM_616,DISENCHANT_NORMAL,100
CFM_616,DISENCHANT_GOLDEN,400
CFM_668,CRAFTING_NORMAL,100
CFM_668,CRAFTING_GOLDEN,800
CFM_668,DISENCHANT_NORMAL,20
CFM_668,DISENCHANT_GOLDEN,100
KAR_063,CRAFTING_NORMAL,40
KAR_063,CRAFTING_GOLDEN,400
KAR_063,DISENCHANT_NORMAL,5
KAR_063,DISENCHANT_GOLDEN,50
NEW1_025,CRAFTING_NORMAL,100
NEW1_025,CRAFTING_GOLDEN,800
NEW1_025,DISENCHANT_NORMAL,20
NEW1_025,DISENCHANT_GOLDEN,100
EX1_313,CRAFTING_NORMAL,400
EX1_313,CRAFTING_GOLDEN,1600
EX1_313,DISENCHANT_NORMAL,100
EX1_313,DISENCHANT_GOLDEN,400
OG_223,CRAFTING_NORMAL,40
OG_223,CRAFTING_GOLDEN,400
OG_223,DISENCHANT_NORMAL,5
OG_223,DISENCHANT_GOLDEN,50
AT_100,CRAFTING_NORMAL,40
AT_100,CRAFTING_GOLDEN,400
AT_100,DISENCHANT_NORMAL,5
AT_100,DISENCHANT_GOLDEN,50
GVG_065,CRAFTING_NORMAL,40
GVG_065,CRAFTING_GOLDEN,400
GVG_065,DISENCHANT_NORMAL,5
GVG_065,DISENCHANT_GOLDEN,50
OG_325,CRAFTING_NORMAL,40
OG_325,CRAFTING_GOLDEN,400
OG_325,DISENCHANT_NORMAL,5
OG_325,DISENCHANT_GOLDEN,50
EX1_137,CRAFTING_NORMAL,100
EX1_137,CRAFTING_GOLDEN,800
EX1_137,DISENCHANT_NORMAL,20
EX1_137,DISENCHANT_GOLDEN,100
KAR_114,CRAFTING_NORMAL,1600
KAR_114,CRAFTING_GOLDEN,3200
KAR_114,DISENCHANT_NORMAL,400
KAR_114,DISENCHANT_GOLDEN,1600
GVG_052,CRAFTING_NORMAL,400
GVG_052,CRAFTING_GOLDEN,1600
GVG_052,DISENCHANT_NORMAL,100
GVG_052,DISENCHANT_GOLDEN,400
EX1_134,CRAFTING_NORMAL,100
EX1_134,CRAFTING_GOLDEN,800
EX1_134,DISENCHANT_NORMAL,20
EX1_134,DISENCHANT_GOLDEN,100
LOEA16_25H,CRAFTING_NORMAL,1600
LOEA16_25H,CRAFTING_GOLDEN,3200
LOEA16_25H,DISENCHANT_NORMAL,400
LOEA16_25H,DISENCHANT_GOLDEN,1600
GVG_100,CRAFTING_NORMAL,40
GVG_100,CRAFTING_GOLDEN,400
GVG_100,DISENCHANT_NORMAL,5
GVG_100,DISENCHANT_GOLDEN,50
GVG_102,CRAFTING_NORMAL,40
GVG_102,CRAFTING_GOLDEN,400
GVG_102,DISENCHANT_NORMAL,5
GVG_102,DISENCHANT_GOLDEN,50
AT_068,CRAFTING_NORMAL,40
AT_068,CRAFTING_GOLDEN,400
AT_068,DISENCHANT_NORMAL,5
AT_068,DISENCHANT_GOLDEN,50
OG_048,CRAFTING_NORMAL,40
OG_048,CRAFTING_GOLDEN,400
OG_048,DISENCHANT_NORMAL,5
OG_048,DISENCHANT_GOLDEN,50
AT_020,CRAFTING_NORMAL,40
AT_020,CRAFTING_GOLDEN,400
AT_020,DISENCHANT_NORMAL,5
AT_020,DISENCHANT_GOLDEN,50
GVG_022,CRAFTING_NORMAL,40
GVG_022,CRAFTING_GOLDEN,400
GVG_022,DISENCHANT_NORMAL,5
GVG_022,DISENCHANT_GOLDEN,50
GVG_007,CRAFTING_NORMAL,1600
GVG_007,CRAFTING_GOLDEN,3200
GVG_007,DISENCHANT_NORMAL,400
GVG_007,DISENCHANT_GOLDEN,1600
EX1_295,CRAFTING_NORMAL,400
EX1_295,CRAFTING_GOLDEN,1600
EX1_295,DISENCHANT_NORMAL,100
EX1_295,DISENCHANT_GOLDEN,400
LOE_077,CRAFTING_NORMAL,1600
LOE_077,CRAFTING_GOLDEN,3200
LOE_077,DISENCHANT_NORMAL,400
LOE_077,DISENCHANT_GOLDEN,1600
OG_272,CRAFTING_NORMAL,400
OG_272,CRAFTING_GOLDEN,1600
OG_272,DISENCHANT_NORMAL,100
OG_272,DISENCHANT_GOLDEN,400
GVG_080,CRAFTING_NORMAL,40
GVG_080,CRAFTING_GOLDEN,400
GVG_080,DISENCHANT_NORMAL,5
GVG_080,DISENCHANT_GOLDEN,50
CFM_063,CRAFTING_NORMAL,40
CFM_063,CRAFTING_GOLDEN,400
CFM_063,DISENCHANT_NORMAL,5
CFM_063,DISENCHANT_GOLDEN,50
LOE_119,CRAFTING_NORMAL,100
LOE_119,CRAFTING_GOLDEN,800
LOE_119,DISENCHANT_NORMAL,20
LOE_119,DISENCHANT_GOLDEN,100
CFM_754,CRAFTING_NORMAL,40
CFM_754,CRAFTING_GOLDEN,400
CFM_754,DISENCHANT_NORMAL,5
CFM_754,DISENCHANT_GOLDEN,50
LOE_107,CRAFTING_NORMAL,100
LOE_107,CRAFTING_GOLDEN,800
LOE_107,DISENCHANT_NORMAL,20
LOE_107,DISENCHANT_GOLDEN,100
CFM_656,CRAFTING_NORMAL,40
CFM_656,CRAFTING_GOLDEN,400
CFM_656,DISENCHANT_NORMAL,5
CFM_656,DISENCHANT_GOLDEN,50
NEW1_026,CRAFTING_NORMAL,100
NEW1_026,CRAFTING_GOLDEN,800
NEW1_026,DISENCHANT_NORMAL,20
NEW1_026,DISENCHANT_GOLDEN,100
GVG_066,CRAFTING_NORMAL,100
GVG_066,CRAFTING_GOLDEN,800
GVG_066,DISENCHANT_NORMAL,20
GVG_066,DISENCHANT_GOLDEN,100
OG_023,CRAFTING_NORMAL,40
OG_023,CRAFTING_GOLDEN,400
OG_023,DISENCHANT_NORMAL,5
OG_023,DISENCHANT_GOLDEN,50
AT_121,CRAFTING_NORMAL,400
AT_121,CRAFTING_GOLDEN,1600
AT_121,DISENCHANT_NORMAL,100
AT_121,DISENCHANT_GOLDEN,400
EX1_110t,CRAFTING_NORMAL,1600
EX1_110t,CRAFTING_GOLDEN,3200
EX1_110t,DISENCHANT_NORMAL,400
EX1_110t,DISENCHANT_GOLDEN,1600
AT_048,CRAFTING_NORMAL,100
AT_048,CRAFTING_GOLDEN,800
AT_048,DISENCHANT_NORMAL,20
AT_048,DISENCHANT_GOLDEN,100
EX1_537,CRAFTING_NORMAL,100
EX1_537,CRAFTING_GOLDEN,800
EX1_537,DISENCHANT_NORMAL,20
EX1_537,DISENCHANT_GOLDEN,100
OG_031a,CRAFTING_NORMAL,400
OG_031a,CRAFTING_GOLDEN,1600
OG_031a,DISENCHANT_NORMAL,100
OG_031a,DISENCHANT_GOLDEN,400
OG_312,CRAFTING_NORMAL,40
OG_312,CRAFTING_GOLDEN,400
OG_312,DISENCHANT_NORMAL,5
OG_312,DISENCHANT_GOLDEN,50
OG_061,CRAFTING_NORMAL,40
OG_061,CRAFTING_GOLDEN,400
OG_061,DISENCHANT_NORMAL,5
OG_061,DISENCHANT_GOLDEN,50
OG_337,CRAFTING_NORMAL,400
OG_337,CRAFTING_GOLDEN,1600
OG_337,DISENCHANT_NORMAL,100
OG_337,DISENCHANT_GOLDEN,400
GVG_113,CRAFTING_NORMAL,1600
GVG_113,CRAFTING_GOLDEN,3200
GVG_113,DISENCHANT_NORMAL,400
GVG_113,DISENCHANT_GOLDEN,1600
LOE_002,CRAFTING_NORMAL,40
LOE_002,CRAFTING_GOLDEN,400
LOE_002,DISENCHANT_NORMAL,5
LOE_002,DISENCHANT_GOLDEN,50
AT_031,CRAFTING_NORMAL,100
AT_031,CRAFTING_GOLDEN,800
AT_031,DISENCHANT_NORMAL,20
AT_031,DISENCHANT_GOLDEN,100
CFM_310,CRAFTING_NORMAL,40
CFM_310,CRAFTING_GOLDEN,400
CFM_310,DISENCHANT_NORMAL,5
CFM_310,DISENCHANT_GOLDEN,50
FP1_016,CRAFTING_NORMAL,100
FP1_016,CRAFTING_GOLDEN,800
FP1_016,DISENCHANT_NORMAL,20
FP1_016,DISENCHANT_GOLDEN,100
AT_093,CRAFTING_NORMAL,40
AT_093,CRAFTING_GOLDEN,400
AT_093,DISENCHANT_NORMAL,5
AT_093,DISENCHANT_GOLDEN,50
OG_283,CRAFTING_NORMAL,40
OG_283,CRAFTING_GOLDEN,400
OG_283,DISENCHANT_NORMAL,5
OG_283,DISENCHANT_GOLDEN,50
EX1_363,CRAFTING_NORMAL,40
EX1_363,CRAFTING_GOLDEN,400
EX1_363,DISENCHANT_NORMAL,5
EX1_363,DISENCHANT_GOLDEN,50
GVG_015,CRAFTING_NORMAL,40
GVG_015,CRAFTING_GOLDEN,400
GVG_015,DISENCHANT_NORMAL,5
GVG_015,DISENCHANT_GOLDEN,50
EX1_509,CRAFTING_NORMAL,100
EX1_509,CRAFTING_GOLDEN,800
EX1_509,DISENCHANT_NORMAL,20
EX1_509,DISENCHANT_GOLDEN,100
FP1_019,CRAFTING_NORMAL,40
FP1_019,CRAFTING_GOLDEN,400
FP1_019,DISENCHANT_NORMAL,5
FP1_019,DISENCHANT_GOLDEN,50
AT_034,CRAFTING_NORMAL,400
AT_034,CRAFTING_GOLDEN,1600
AT_034,DISENCHANT_NORMAL,100
AT_034,DISENCHANT_GOLDEN,400
CFM_343,CRAFTING_NORMAL,40
CFM_343,CRAFTING_GOLDEN,400
CFM_343,DISENCHANT_NORMAL,5
CFM_343,DISENCHANT_GOLDEN,50
KAR_091,CRAFTING_NORMAL,40
KAR_091,CRAFTING_GOLDEN,400
KAR_091,DISENCHANT_NORMAL,5
KAR_091,DISENCHANT_GOLDEN,50
EX1_029,CRAFTING_NORMAL,40
EX1_029,CRAFTING_GOLDEN,400
EX1_029,DISENCHANT_NORMAL,5
EX1_029,DISENCHANT_GOLDEN,50
OG_151,CRAFTING_NORMAL,40
OG_151,CRAFTING_GOLDEN,400
OG_151,DISENCHANT_NORMAL,5
OG_151,DISENCHANT_GOLDEN,50
AT_092,CRAFTING_NORMAL,40
AT_092,CRAFTING_GOLDEN,400
AT_092,DISENCHANT_NORMAL,5
AT_092,DISENCHANT_GOLDEN,50
OG_254,CRAFTING_NORMAL,100
OG_254,CRAFTING_GOLDEN,800
OG_254,DISENCHANT_NORMAL,20
OG_254,DISENCHANT_GOLDEN,100
FP1_029,CRAFTING_NORMAL,40
FP1_029,CRAFTING_GOLDEN,400
FP1_029,DISENCHANT_NORMAL,5
FP1_029,DISENCHANT_GOLDEN,50
OG_044b,CRAFTING_NORMAL,40
OG_044b,CRAFTING_GOLDEN,400
OG_044b,DISENCHANT_NORMAL,5
OG_044b,DISENCHANT_GOLDEN,50
AT_070,CRAFTING_NORMAL,1600
AT_070,CRAFTING_GOLDEN,3200
AT_070,DISENCHANT_NORMAL,400
AT_070,DISENCHANT_GOLDEN,1600
EX1_124,CRAFTING_NORMAL,40
EX1_124,CRAFTING_GOLDEN,400
EX1_124,DISENCHANT_NORMAL,5
EX1_124,DISENCHANT_GOLDEN,50
KAR_065,CRAFTING_NORMAL,40
KAR_065,CRAFTING_GOLDEN,400
KAR_065,DISENCHANT_NORMAL,5
KAR_065,DISENCHANT_GOLDEN,50
EX1_567,CRAFTING_NORMAL,400
EX1_567,CRAFTING_GOLDEN,1600
EX1_567,DISENCHANT_NORMAL,100
EX1_567,DISENCHANT_GOLDEN,400
OG_218,CRAFTING_NORMAL,40
OG_218,CRAFTING_GOLDEN,400
OG_218,DISENCHANT_NORMAL,5
OG_218,DISENCHANT_GOLDEN,50
GVG_071,CRAFTING_NORMAL,40
GVG_071,CRAFTING_GOLDEN,400
GVG_071,DISENCHANT_NORMAL,5
GVG_071,DISENCHANT_GOLDEN,50
CS2_152,CRAFTING_NORMAL,40
CS2_152,CRAFTING_GOLDEN,400
CS2_152,DISENCHANT_NORMAL,5
CS2_152,DISENCHANT_GOLDEN,50
AT_059,CRAFTING_NORMAL,40
AT_059,CRAFTING_GOLDEN,400
AT_059,DISENCHANT_NORMAL,5
AT_059,DISENCHANT_GOLDEN,50
EX1_055,CRAFTING_NORMAL,100
EX1_055,CRAFTING_GOLDEN,800
EX1_055,DISENCHANT_NORMAL,20
EX1_055,DISENCHANT_GOLDEN,100
LOE_009,CRAFTING_NORMAL,40
LOE_009,CRAFTING_GOLDEN,400
LOE_009,DISENCHANT_NORMAL,5
LOE_009,DISENCHANT_GOLDEN,50
GVG_111,CRAFTING_NORMAL,1600
GVG_111,CRAFTING_GOLDEN,3200
GVG_111,DISENCHANT_NORMAL,400
GVG_111,DISENCHANT_GOLDEN,1600
CFM_605,CRAFTING_NORMAL,100
CFM_605,CRAFTING_GOLDEN,800
CFM_605,DISENCHANT_NORMAL,20
CFM_605,DISENCHANT_GOLDEN,100
LOE_029,CRAFTING_NORMAL,40
LOE_029,CRAFTING_GOLDEN,400
LOE_029,DISENCHANT_NORMAL,5
LOE_029,DISENCHANT_GOLDEN,50
CFM_651,CRAFTING_NORMAL,40
CFM_651,CRAFTING_GOLDEN,400
CFM_651,DISENCHANT_NORMAL,5
CFM_651,DISENCHANT_GOLDEN,50
AT_057,CRAFTING_NORMAL,400
AT_057,CRAFTING_GOLDEN,1600
AT_057,DISENCHANT_NORMAL,100
AT_057,DISENCHANT_GOLDEN,400
CFM_900,CRAFTING_NORMAL,400
CFM_900,CRAFTING_GOLDEN,1600
CFM_900,DISENCHANT_NORMAL,100
CFM_900,DISENCHANT_GOLDEN,400
OG_152,CRAFTING_NORMAL,40
OG_152,CRAFTING_GOLDEN,400
OG_152,DISENCHANT_NORMAL,5
OG_152,DISENCHANT_GOLDEN,50
AT_042b,CRAFTING_NORMAL,40
AT_042b,CRAFTING_GOLDEN,400
AT_042b,DISENCHANT_NORMAL,5
AT_042b,DISENCHANT_GOLDEN,50
CFM_334,CRAFTING_NORMAL,40
CFM_334,CRAFTING_GOLDEN,400
CFM_334,DISENCHANT_NORMAL,5
CFM_334,DISENCHANT_GOLDEN,50
NEW1_023,CRAFTING_NORMAL,40
NEW1_023,CRAFTING_GOLDEN,400
NEW1_023,DISENCHANT_NORMAL,5
NEW1_023,DISENCHANT_GOLDEN,50
CFM_663,CRAFTING_NORMAL,400
CFM_663,CRAFTING_GOLDEN,1600
CFM_663,DISENCHANT_NORMAL,100
CFM_663,DISENCHANT_GOLDEN,400
EX1_finkle,CRAFTING_NORMAL,1600
EX1_finkle,CRAFTING_GOLDEN,3200
EX1_finkle,DISENCHANT_NORMAL,400
EX1_finkle,DISENCHANT_GOLDEN,1600
CFM_648,CRAFTING_NORMAL,40
CFM_648,CRAFTING_GOLDEN,400
CFM_648,DISENCHANT_NORMAL,5
CFM_648,DISENCHANT_GOLDEN,50
CFM_305,CRAFTING_NORMAL,40
CFM_305,CRAFTING_GOLDEN,400
CFM_305,DISENCHANT_NORMAL,5
CFM_305,DISENCHANT_GOLDEN,50
GVG_101,CRAFTING_NORMAL,100
GVG_101,CRAFTING_GOLDEN,800
GVG_101,DISENCHANT_NORMAL,20
GVG_101,DISENCHANT_GOLDEN,100
EX1_398,CRAFTING_NORMAL,40
EX1_398,CRAFTING_GOLDEN,400
EX1_398,DISENCHANT_NORMAL,5
EX1_398,DISENCHANT_GOLDEN,50
EX1_597,CRAFTING_NORMAL,100
EX1_597,CRAFTING_GOLDEN,800
EX1_597,DISENCHANT_NORMAL,20
EX1_597,DISENCHANT_GOLDEN,100
CS2_151,CRAFTING_NORMAL,40
CS2_151,CRAFTING_GOLDEN,400
CS2_151,DISENCHANT_NORMAL,5
CS2_151,DISENCHANT_GOLDEN,50
EX1_161,CRAFTING_NORMAL,40
EX1_161,CRAFTING_GOLDEN,400
EX1_161,DISENCHANT_NORMAL,5
EX1_161,DISENCHANT_GOLDEN,50
GVG_046,CRAFTING_NORMAL,100
GVG_046,CRAFTING_GOLDEN,800
GVG_046,DISENCHANT_NORMAL,20
GVG_046,DISENCHANT_GOLDEN,100
EX1_165,CRAFTING_NORMAL,40
EX1_165,CRAFTING_GOLDEN,400
EX1_165,DISENCHANT_NORMAL,5
EX1_165,DISENCHANT_GOLDEN,50
LOE_061,CRAFTING_NORMAL,40
LOE_061,CRAFTING_GOLDEN,400
LOE_061,DISENCHANT_NORMAL,5
LOE_061,DISENCHANT_GOLDEN,50
OG_006,CRAFTING_NORMAL,400
OG_006,CRAFTING_GOLDEN,1600
OG_006,DISENCHANT_NORMAL,100
OG_006,DISENCHANT_GOLDEN,400
AT_081,CRAFTING_NORMAL,1600
AT_081,CRAFTING_GOLDEN,3200
AT_081,DISENCHANT_NORMAL,400
AT_081,DISENCHANT_GOLDEN,1600
FP1_009,CRAFTING_NORMAL,100
FP1_009,CRAFTING_GOLDEN,800
FP1_009,DISENCHANT_NORMAL,20
FP1_009,DISENCHANT_GOLDEN,100
KAR_061,CRAFTING_NORMAL,1600
KAR_061,CRAFTING_GOLDEN,3200
KAR_061,DISENCHANT_NORMAL,400
KAR_061,DISENCHANT_GOLDEN,1600
CFM_328,CRAFTING_NORMAL,400
CFM_328,CRAFTING_GOLDEN,1600
CFM_328,DISENCHANT_NORMAL,100
CFM_328,DISENCHANT_GOLDEN,400
OG_149,CRAFTING_NORMAL,40
OG_149,CRAFTING_GOLDEN,400
OG_149,DISENCHANT_NORMAL,5
OG_149,DISENCHANT_GOLDEN,50
KAR_094,CRAFTING_NORMAL,40
KAR_094,CRAFTING_GOLDEN,400
KAR_094,DISENCHANT_NORMAL,5
KAR_094,DISENCHANT_GOLDEN,50
CFM_617,CRAFTING_NORMAL,100
CFM_617,CRAFTING_GOLDEN,800
CFM_617,DISENCHANT_NORMAL,20
CFM_617,DISENCHANT_GOLDEN,100
EX1_033,CRAFTING_NORMAL,40
EX1_033,CRAFTING_GOLDEN,400
EX1_033,DISENCHANT_NORMAL,5
EX1_033,DISENCHANT_GOLDEN,50
EX1_405,CRAFTING_NORMAL,40
EX1_405,CRAFTING_GOLDEN,400
EX1_405,DISENCHANT_NORMAL,5
EX1_405,DISENCHANT_GOLDEN,50
OG_220,CRAFTING_NORMAL,1600
OG_220,CRAFTING_GOLDEN,3200
OG_220,DISENCHANT_NORMAL,400
OG_220,DISENCHANT_GOLDEN,1600
DS1_188,CRAFTING_NORMAL,400
DS1_188,CRAFTING_GOLDEN,1600
DS1_188,DISENCHANT_NORMAL,100
DS1_188,DISENCHANT_GOLDEN,400
AT_096,CRAFTING_NORMAL,40
AT_096,CRAFTING_GOLDEN,400
AT_096,DISENCHANT_NORMAL,5
AT_096,DISENCHANT_GOLDEN,50
EX1_562,CRAFTING_NORMAL,1600
EX1_562,CRAFTING_GOLDEN,3200
EX1_562,DISENCHANT_NORMAL,400
EX1_562,DISENCHANT_GOLDEN,1600
CFM_335,CRAFTING_NORMAL,100
CFM_335,CRAFTING_GOLDEN,800
CFM_335,DISENCHANT_NORMAL,20
CFM_335,DISENCHANT_GOLDEN,100
EX1_536,CRAFTING_NORMAL,100
EX1_536,CRAFTING_GOLDEN,800
EX1_536,DISENCHANT_NORMAL,20
EX1_536,DISENCHANT_GOLDEN,100
AT_091,CRAFTING_NORMAL,40
AT_091,CRAFTING_GOLDEN,400
AT_091,DISENCHANT_NORMAL,5
AT_091,DISENCHANT_GOLDEN,50
EX1_089,CRAFTING_NORMAL,100
EX1_089,CRAFTING_GOLDEN,800
EX1_089,DISENCHANT_NORMAL,20
EX1_089,DISENCHANT_GOLDEN,100
EX1_310,CRAFTING_NORMAL,100
EX1_310,CRAFTING_GOLDEN,800
EX1_310,DISENCHANT_NORMAL,20
EX1_310,DISENCHANT_GOLDEN,100
EX1_345,CRAFTING_NORMAL,400
EX1_345,CRAFTING_GOLDEN,1600
EX1_345,DISENCHANT_NORMAL,100
EX1_345,DISENCHANT_GOLDEN,400
EX1_274,CRAFTING_NORMAL,100
EX1_274,CRAFTING_GOLDEN,800
EX1_274,DISENCHANT_NORMAL,20
EX1_274,DISENCHANT_GOLDEN,100
AT_104,CRAFTING_NORMAL,100
AT_104,CRAFTING_GOLDEN,800
AT_104,DISENCHANT_NORMAL,20
AT_104,DISENCHANT_GOLDEN,100
FP1_018,CRAFTING_NORMAL,40
FP1_018,CRAFTING_GOLDEN,400
FP1_018,DISENCHANT_NORMAL,5
FP1_018,DISENCHANT_GOLDEN,50
EX1_023,CRAFTING_NORMAL,40
EX1_023,CRAFTING_GOLDEN,400
EX1_023,DISENCHANT_NORMAL,5
EX1_023,DISENCHANT_GOLDEN,50
EX1_136,CRAFTING_NORMAL,40
EX1_136,CRAFTING_GOLDEN,400
EX1_136,DISENCHANT_NORMAL,5
EX1_136,DISENCHANT_GOLDEN,50
BRM_004,CRAFTING_NORMAL,40
BRM_004,CRAFTING_GOLDEN,400
BRM_004,DISENCHANT_NORMAL,5
BRM_004,DISENCHANT_GOLDEN,50
EX1_103,CRAFTING_NORMAL,100
EX1_103,CRAFTING_GOLDEN,800
EX1_103,DISENCHANT_NORMAL,20
EX1_103,DISENCHANT_GOLDEN,100
CS2_059,CRAFTING_NORMAL,40
CS2_059,CRAFTING_GOLDEN,400
CS2_059,DISENCHANT_NORMAL,5
CS2_059,DISENCHANT_GOLDEN,50
EX1_608,CRAFTING_NORMAL,40
EX1_608,CRAFTING_GOLDEN,400
EX1_608,DISENCHANT_NORMAL,5
EX1_608,DISENCHANT_GOLDEN,50
EX1_590,CRAFTING_NORMAL,400
EX1_590,CRAFTING_GOLDEN,1600
EX1_590,DISENCHANT_NORMAL,100
EX1_590,DISENCHANT_GOLDEN,400
OG_209,CRAFTING_NORMAL,1600
OG_209,CRAFTING_GOLDEN,3200
OG_209,DISENCHANT_NORMAL,400
OG_209,DISENCHANT_GOLDEN,1600
BRM_006,CRAFTING_NORMAL,40
BRM_006,CRAFTING_GOLDEN,400
BRM_006,DISENCHANT_NORMAL,5
BRM_006,DISENCHANT_GOLDEN,50
CFM_668t2,CRAFTING_NORMAL,100
CFM_668t2,CRAFTING_GOLDEN,800
CFM_668t2,DISENCHANT_NORMAL,20
CFM_668t2,DISENCHANT_GOLDEN,100
EX1_032,CRAFTING_NORMAL,100
EX1_032,CRAFTING_GOLDEN,800
EX1_032,DISENCHANT_NORMAL,20
EX1_032,DISENCHANT_GOLDEN,100
AT_008,CRAFTING_NORMAL,400
AT_008,CRAFTING_GOLDEN,1600
AT_008,DISENCHANT_NORMAL,100
AT_008,DISENCHANT_GOLDEN,400
CFM_659,CRAFTING_NORMAL,40
CFM_659,CRAFTING_GOLDEN,400
CFM_659,DISENCHANT_NORMAL,5
CFM_659,DISENCHANT_GOLDEN,50
LOE_007,CRAFTING_NORMAL,40
LOE_007,CRAFTING_GOLDEN,400
LOE_007,DISENCHANT_NORMAL,5
LOE_007,DISENCHANT_GOLDEN,50
GVG_029,CRAFTING_NORMAL,400
GVG_029,CRAFTING_GOLDEN,1600
GVG_029,DISENCHANT_NORMAL,100
GVG_029,DISENCHANT_GOLDEN,400
CFM_066,CRAFTING_NORMAL,40
CFM_066,CRAFTING_GOLDEN,400
CFM_066,DISENCHANT_NORMAL,5
CFM_066,DISENCHANT_GOLDEN,50
EX1_145,CRAFTING_NORMAL,400
EX1_145,CRAFTING_GOLDEN,1600
EX1_145,DISENCHANT_NORMAL,100
EX1_145,DISENCHANT_GOLDEN,400
GVG_073,CRAFTING_NORMAL,40
GVG_073,CRAFTING_GOLDEN,400
GVG_073,DISENCHANT_NORMAL,5
GVG_073,DISENCHANT_GOLDEN,50
EX1_557,CRAFTING_NORMAL,1600
EX1_557,CRAFTING_GOLDEN,3200
EX1_557,DISENCHANT_NORMAL,400
EX1_557,DISENCHANT_GOLDEN,1600
AT_047,CRAFTING_NORMAL,100
AT_047,CRAFTING_GOLDEN,800
AT_047,DISENCHANT_NORMAL,20
AT_047,DISENCHANT_GOLDEN,100
KAR_029,CRAFTING_NORMAL,40
KAR_029,CRAFTING_GOLDEN,400
KAR_029,DISENCHANT_NORMAL,5
KAR_029,DISENCHANT_GOLDEN,50
BRM_028,CRAFTING_NORMAL,1600
BRM_028,CRAFTING_GOLDEN,3200
BRM_028,DISENCHANT_NORMAL,400
BRM_028,DISENCHANT_GOLDEN,1600
LOE_017,CRAFTING_NORMAL,40
LOE_017,CRAFTING_GOLDEN,400
LOE_017,DISENCHANT_NORMAL,5
LOE_017,DISENCHANT_GOLDEN,50
EX1_350,CRAFTING_NORMAL,1600
EX1_350,CRAFTING_GOLDEN,3200
EX1_350,DISENCHANT_NORMAL,400
EX1_350,DISENCHANT_GOLDEN,1600
KAR_095,CRAFTING_NORMAL,40
KAR_095,CRAFTING_GOLDEN,400
KAR_095,DISENCHANT_NORMAL,5
KAR_095,DISENCHANT_GOLDEN,50
AT_078,CRAFTING_NORMAL,400
AT_078,CRAFTING_GOLDEN,1600
AT_078,DISENCHANT_NORMAL,100
AT_078,DISENCHANT_GOLDEN,400
OG_222,CRAFTING_NORMAL,100
OG_222,CRAFTING_GOLDEN,800
OG_222,DISENCHANT_NORMAL,20
OG_222,DISENCHANT_GOLDEN,100
AT_130,CRAFTING_NORMAL,400
AT_130,CRAFTING_GOLDEN,1600
AT_130,DISENCHANT_NORMAL,100
AT_130,DISENCHANT_GOLDEN,400
NEW1_029,CRAFTING_NORMAL,1600
NEW1_029,CRAFTING_GOLDEN,3200
NEW1_029,DISENCHANT_NORMAL,400
NEW1_029,DISENCHANT_GOLDEN,1600
CFM_324t,CRAFTING_NORMAL,1600
CFM_324t,CRAFTING_GOLDEN,3200
CFM_324t,DISENCHANT_NORMAL,400
CFM_324t,DISENCHANT_GOLDEN,1600
EX1_396,CRAFTING_NORMAL,40
EX1_396,CRAFTING_GOLDEN,400
EX1_396,DISENCHANT_NORMAL,5
EX1_396,DISENCHANT_GOLDEN,50
NEW1_037,CRAFTING_NORMAL,100
NEW1_037,CRAFTING_GOLDEN,800
NEW1_037,DISENCHANT_NORMAL,20
NEW1_037,DISENCHANT_GOLDEN,100
NEW1_005,CRAFTING_NORMAL,400
NEW1_005,CRAFTING_GOLDEN,1600
NEW1_005,DISENCHANT_NORMAL,100
NEW1_005,DISENCHANT_GOLDEN,400
CFM_661,CRAFTING_NORMAL,100
CFM_661,CRAFTING_GOLDEN,800
CFM_661,DISENCHANT_NORMAL,20
CFM_661,DISENCHANT_GOLDEN,100
EX1_522,CRAFTING_NORMAL,400
EX1_522,CRAFTING_GOLDEN,1600
EX1_522,DISENCHANT_NORMAL,100
